,start,film,director,actor,link,image,distro,country,trailer,year
59,12.11.2020,Freistaat Mittelpunkt ,Kai Ehlers,,https://www.kino-zeit.de/node/50794,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-09/freistaat_mittelpunkt_4.jpg,Kai Ehlers Film,Deutschland,www.youtube.com/watch?v=LIXdl4H-IxI,['2019']
60,12.11.2020,Kaiserschmarrndrama ,Ed Herzog,"Sebastian Bezzel, Simon Schwarz, Eisi Gulp",https://www.kino-zeit.de/node/50160,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-10/Kaiserschmarrndrama_1.jpg,Constantin Filmverleih,Deutschland,www.youtube.com/watch?v=4b2Dmkqq1Ok,['2020']
61,12.11.2020,Keine Zeit zu Sterben ,Cary Fukunaga,"Daniel Craig, Rami Malek, Léa Seydoux, Ana de Armas, Ralph Fiennes, Ben Whishaw, Jeffrey Wright, Naomie Harris",https://www.kino-zeit.de/node/46253,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2019-12/keine-zeit-zu-sterben-filmbild1.jpg,Universal Pictures International Germany GmbH,"USA, Großbritannien",www.youtube.com/watch?v=jE-LhbK4Ug4,['2020']
62,12.11.2020,Malasaña 32 - Haus des Bösen ,Albert Pintó,"Begoña Vargas, Iván Marcos, Bea Segura, Sergio Castellanos",https://www.kino-zeit.de/node/50235,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-07/32-malasana-street-3.jpg,STUDIOCANAL GmbH Filmverleih,Spanien,www.youtube.com/watch?v=6zdt-EU4R-0,['2020']
63,12.11.2020,Narren ,"Sigrun Köhler, Wiltrud Baier",,https://www.kino-zeit.de/node/48852,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-10/narren-1.jpg,"Böller und Brot GbR , Edition Kassenfeger",Deutschland,couldnt find youtube trailer,['2019']
64,12.11.2020,Neubau ,Johannes Maria Schmit,"Tucké Royale, Monika Zimmering, Jalda Rebling, Minh Duc Pham",https://www.kino-zeit.de/node/48453,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-05/neubau-7.jpg,Salzgeber,Deutschland,www.youtube.com/watch?v=2eX64gJp1SQ,['2020']
65,12.11.2020,Now ,Jim Rakete,,https://www.kino-zeit.de/node/49783,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-05/now_trailer_screenshot.jpg,W-Film,Deutschland,www.youtube.com/watch?v=_ywTUm5dCt0,['2020']
66,12.11.2020,Rosas Hochzeit ,Iciar Bollain,"Candela Pena, Sergi Lopez, Nathalie Poza, Ramón Barea",https://www.kino-zeit.de/node/50568,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-10/rosashochzeit_filmstill_04.jpg,Piffl Medien GmbH,Spanien,www.youtube.com/watch?v=CsVS5vbMGQs,['2020']
67,12.11.2020,Wer wir sind und wer wir waren ,William Nicholson,"Annette Bening, Bill Nighy, Josh O’Connor, Aiysha Hart, Nicholas Burns",https://www.kino-zeit.de/node/47596,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2019-12/Wer_wir_sind_und_wer_wir_waren_filmbild1.jpg,Tobis Film GmbH ,Großbritannien,www.youtube.com/watch?v=XJMzmKpuCNM,['2019']
68,12.11.2020,Woman ,"Yann Arthus-Bertrand, Anastasia Mikova",,https://www.kino-zeit.de/node/50174,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-06/woman_4.jpg,Mindjazz Pictures,Frankreich,www.youtube.com/watch?v=o3FrX2Jhflw,['2019']
69,19.11.2020,Cats & Dogs 3 - Pfoten vereint! ,Sean McNamara,,https://www.kino-zeit.de/node/50879,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-10/cd3-d01-0025r.jpg,Warner Bros.,USA,www.youtube.com/watch?v=ct5mQYE3Xk4,['2020']
70,19.11.2020,Das perfekte Schwarz ,Tom Fröhlich,,https://www.kino-zeit.de/node/48853,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-07/das-perfekte-schwarz-1.jpg,Film Kino Text,Deutschland,couldnt find youtube trailer,['2018']
71,19.11.2020,Der Prinz ,Sebastián Muñoz,"Juan Carlos Maldonado, Alfredo Castro, Gastón Pauls, Sebastian Ayala",https://www.kino-zeit.de/node/47509,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-09/der_prinz_5.jpg,Salzgeber,"Chile, Argentinien",www.youtube.com/watch?v=Q4rPTlkeQho,['2019']
72,19.11.2020,Die Adern der Welt ,Byambasuren Davaa,"Bat-Ireedui Batmunkh, Enerel Tumen, Yalalt Namsrai, Algirchamin Baatarsuren",https://www.kino-zeit.de/node/48742,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-02/die-adern-der-welt_stills_02.jpg,Pandora Film Verleih,"Mongolei, Deutschland",www.youtube.com/watch?v=6KgeaX9g0xA,['2020']
73,19.11.2020,Die Unbeugsamen ,Torsten Körner,,https://www.kino-zeit.de/node/48315,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-02/09_die_unbeugsamen-picture_alliance-SvenSimon_Fraktionssprecherinnen-DieGruenen_1984.jpg,Majestic Filmverleih,Deutschland,www.youtube.com/watch?v=GQFtk_BthIs,['2020']
74,19.11.2020,Die Wand der Schatten ,Eliza Kubarska,,https://www.kino-zeit.de/node/50593,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-08/die-wand-der-schatten2.jpg,Rise and Shine Cinema,"Schweiz, Polen, Deutschland",www.youtube.com/watch?v=kc4mJt6DYgc,['2020']
75,19.11.2020,Freaky ,Christopher Landon,"Vince Vaughn, Kathryn Newton, Alan Ruck, Uriah Shelton",https://www.kino-zeit.de/node/50726,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-10/freaky_filmstill_01_a4.jpg,Universal Pictures International Germany,USA,www.youtube.com/watch?v=EqPnIcDW9g0,['2020']
76,19.11.2020,Jenseits der Stille ,Caroline Link,"Sylvie Testud, Tatjana Trieb, Howie Seago, Emmanuelle Laborit, Sibylle Canonica, Matthias Habich, Birge Schade",https://www.kino-zeit.de/node/11617,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/trailer/poster/poster_102758.jpg,CROCO Filmverleih & Vertrieb GmbH,Deutschland,www.youtube.com/watch?v=cY47LtduvsA,['1996']
77,19.11.2020,"Kabul, City in the Wind ",Aboozar Amini,,https://www.kino-zeit.de/node/49423,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-04/KABUL_CITY_IN_THE_WIND_1.jpg,jip Film & Verleih,"Niederlande, Deutschland, Afghanistan, Japan",www.youtube.com/watch?v=WT6ULytD8uI,['2018']
78,19.11.2020,Maternal ,Maura Delpero,"Lidiya Liberman, Denise Carrizo, Agustina Malale, Isabella Cilia",https://www.kino-zeit.de/node/47180,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2019-08/maternal-filmbild1.jpg,missingFILMs ,"Italien, Argentinien",www.youtube.com/watch?v=UyBuJwq0_BM,['2019']
79,19.11.2020,Szenen meiner Ehe ,Katrin Schlösser,,https://www.kino-zeit.de/node/50672,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/trailer/poster/poster_164784.jpg,"Rushlake Media, Real Fiction Filmverleih",Österreich,www.youtube.com/watch?v=jD2TpCnp3Qw,['2019']
80,19.11.2020,Weihnachten im Zaubereulenwald ,Anu Aun,"Paula Rits, Siim Oskar Ots, Liis Lemsalu, Jaan Rekkor, Märt Pius",https://www.kino-zeit.de/node/50613,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-08/weihnachten-im-zaubereulenwald-4.jpg,justbridge entertainment/24 Bilder ,Estland,couldnt find youtube trailer,['2018']
81,26.11.2020,Curveball - Wir machen die Wahrheit ,Johannes Naber,"Sebastian Blomberg, Dar Salim, Virginia Kull, Michael Wittenborn, Franziska Brandmeier",https://www.kino-zeit.de/node/48790,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-02/Curveball_filmstill1.jpg,Filmwelt Verleihagentur,Deutschland,www.youtube.com/watch?v=hdpMyyYzeA4,['2020']
82,26.11.2020,Ein Geschenk von Bob ,Charles Martin Smith,"Luke Treadaway, Kristina Tonteri-Young, Anna Wilson-Jones, Nina Wadia",https://www.kino-zeit.de/node/50806,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-09/ein-geschenk-von-bob1.jpg,Leonine,Großbritannien,www.youtube.com/watch?v=R2Uif-RPXX4,['2020']
83,26.11.2020,Ein nasser Hund ,Damir Lukacevic,"Doguhan Kabadayi, Mohammad Eliraqui, Derya Dilber, Christoph Letkowski, Dorka Gryllus",https://www.kino-zeit.de/node/50730,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-09/rev-1-ger_nashun_szenenbild_u5a5422_high_res_jpeg.jpeg,Warner Bros. Pictures Germany,Deutschland,www.youtube.com/watch?v=FGVxPrhXqL0,['2020']
84,26.11.2020,Falling ,Viggo Mortensen,"Viggo Mortensen, Lance Henriksen, Terry Chen, Sverrir Gudnason, Hannah Gross, Laura Linney",https://www.kino-zeit.de/node/48607,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-01/falling-filmstill.jpg,"Prokino Filmverleih GmbH , STUDIOCANAL GmbH Filmverleih","Kanada, Großbritannien, Dänemark",www.youtube.com/watch?v=0M007aLDVzI,['2020']
85,26.11.2020,Fatman ,"Eshom Nelms, Ian Nelms","Mel Gibson, Walton Goggins, Marianne Jean-Baptiste, Shaun Benson",https://www.kino-zeit.de/node/50784,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-09/fatman-saban-fims.jpg,Splendid / 24 Bilder,USA,www.youtube.com/watch?v=bzdiFgpB1YM,['2020']
86,26.11.2020,Hoffnung ,Maria Sødahl,"Andrea Braein Hovig, Stellan Skarsgård, Eirik Hallert, Hala Dakhil",https://www.kino-zeit.de/node/48507,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-01/hope-1.jpg,Arsenal Film,"Norwegen, Schweden",www.youtube.com/watch?v=vlEheP2CW_Y,['2019']
87,26.11.2020,Kids Run ,Barbara Ott,"Jannis Niewöhner, Lena Tronina, Eline Doenst, Giuseppe Bonvisutto, Sascha Geršak, Carol Schuler",https://www.kino-zeit.de/node/48330,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2019-12/kids-run-filmbild1.jpg,farbfilm verleih GmbH,Deutschland,www.youtube.com/watch?v=HFQUVlsyJQ4,['2020']
88,26.11.2020,The Nest - Alles zu haben ist nie genug ,Sean Durkin,"Jude Law, Carrie Coon, Anne Reid, Oona Roche, Charlie Shotwell",https://www.kino-zeit.de/node/44736,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-01/the-nest-filmstill.jpg,"Ascot Elite Entertainment, 24 Bilder","Großbritannien, Kanada",www.youtube.com/watch?v=fWtwJR6DhuQ,['2020']
89,26.11.2020,Was geschah mit Bus 670? ,Fernanda Valadez,"Mercedes Hernández, David Illescas, Juan Jesús Varela, Ana Laura Rodríguez",https://www.kino-zeit.de/node/48729,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-02/identifying-features2.jpg,MFA/Filmagentinnen ,"Mexiko, Spanien",couldnt find youtube trailer,['2020']
90,26.11.2020,Zustand und Gelände ,Ute Adamczewski,,https://www.kino-zeit.de/node/48024,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-06/zustand_und_gelaende_grandfilm_06.jpg,Grandfilm,Deutschland,www.youtube.com/watch?v=XtrxEMNSlMI,['2019']
91,03.12.2020,Das letzte Land ,Marcel Barion,"Torben Föllmer, Milan Pešl",https://www.kino-zeit.de/node/44820,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2019-01/dll_0_stills_3.jpg,Drop-out Cinema,Deutschland,www.youtube.com/watch?v=D4NC2KVjJSs,['2019']
92,04.12.2020,DJ Snake - Das Konzert im Kino ,Alexandre Buisson,,https://www.kino-zeit.de/node/50720,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2018-01/Platzhalter.jpg,Kinostar Filmverleih,Frankreich,www.youtube.com/watch?v=gCh4UjXgY8M,['2020']
93,03.12.2020,Ein bisschen bleiben wir noch ,Arash T. Riahi,"Leopold Pallua, Rosa Zant, Anna Fenderl, Christine Ostermayer, Rainer Wöss",https://www.kino-zeit.de/node/48303,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-01/Ein-bisschen-bleiben-wir-noch__Still_1_%40Wegafilm.jpg,Film Kino Text,Österreich,www.youtube.com/watch?v=_1o5thmI3ik,['2020']
94,03.12.2020,Ein Doktor auf Bestellung ,Tristan Séguéla,"Michel Blanc, Hakim Jemili",https://www.kino-zeit.de/node/47812,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/trailer/poster/poster_154243.jpg,Squareone Entertainment,Frankreich,www.youtube.com/watch?v=QEo2IaE7kHY,['2019']
95,03.12.2020,Eine total normale Familie ,Malou Reymann,"Jessica Dinnage, Mikkel Boe Følsgaard, Hadewych Minis, Kaya Toft Loholt, Rigmor Ranthe, Neel Rønholt, Kristian Halken",https://www.kino-zeit.de/node/50616,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-08/einetotalnormalefamilie_1.jpg,Salzgeber,Dänemark,www.youtube.com/watch?v=YgTgE_vpFAg,['2020']
96,03.12.2020,Martin Eden ,Pietro Marcello,"Luca Marinelli, Jessica Cressy, Carlo Cecchi, Marco Leonardi, Denise Sardisco",https://www.kino-zeit.de/node/46051,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2019-07/martin-eden-filmbild1.jpg,Piffl Medien GmbH,Italien,www.youtube.com/watch?v=CezV-TZ_OTA,['2019']
97,03.12.2020,Mein Sohn ,Lena Stahl,"Jonas Dassler, Anke Engelke, Hannah Herzsprung, Karsten Antonio Mielke, Golo Euler",https://www.kino-zeit.de/node/48069,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2019-11/mein-sohn_filmbild1.jpg,Warner Bros. Entertainment GmbH ,Deutschland,www.youtube.com/watch?v=7wZt4bJ38hI,['2020']
98,03.12.2020,Monster Hunter ,Paul W.S. Anderson,"Milla Jovovich, Tony Jaa, Ron Perlman, Meagan Good, Diego Boneta",https://www.kino-zeit.de/node/50306,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-07/monster-hunter-1.jpg,Constantin Film Verleih GmbH ,"China, Deutschland, Japan, USA",www.youtube.com/watch?v=gTTXPE8oehQ,['2020']
99,03.12.2020,Morgen gehört uns ,Gilles de Maistre,,https://www.kino-zeit.de/node/49035,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-03/morgengehrtuns_filmstill_07.jpg,Neue Visionen Filmverleih,Frankreich,www.youtube.com/watch?v=iuVzXtE1V3M,['2019']
100,03.12.2020,Platzspitzbaby ,Pierre Monnard,"Michael Schertenleib, Jeremias Acheampong, Sarah Bühlmann, Melisa Kashiwahara",https://www.kino-zeit.de/node/48208,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2019-12/platzspitzbaby_filmbild1.jpg,Alpenrepublik Filmverleih,Schweiz,www.youtube.com/watch?v=IVpiUJ35Dg0,['2020']
101,03.12.2020,Vater - Otac ,Srdan Golubovic,"Goran Bogdan, Boris Isakovic, Nada Sargin, Milica Janevski, Muharem Hamzić",https://www.kino-zeit.de/node/50368,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-08/vater-otac_filmstill_04.jpg,barnsteiner Film,"Serbien, Kroatien, Deutschland",www.youtube.com/watch?v=hCXUfzEhfkA,['2020']
102,03.12.2020,Wunderschön ,Karoline Herfurth,"Emilia Schüle, Martina Gedeck, Nora Tschirner, Joachim Król, Friedrich Mücke, Karoline Herfurth, Maximilian Brückner, Dilara Aylin Ziem, Noah Kraus, Diego Wallraff",https://www.kino-zeit.de/node/50825,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-09/wndrsn_6.jpeg,Warner Bros. Germany,Deutschland,www.youtube.com/watch?v=TCuhswRzQxs,['2020']
103,10.12.2020,"All My Life - Liebe, als gäbe es kein Morgen ",Marc Meyers,"Jessica Rothe, Harry Shum Jr., Ever Carradine, Keala Settle, Josh Brener, Jay Pharoah, Chrissie Fit",https://www.kino-zeit.de/node/50980,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-10/all-my-life-2.jpg,Universal Pictures International Germany GmbH,USA,www.youtube.com/watch?v=0SlN8fTQh_E,['2020']
104,10.12.2020,Bis an die Grenze ,Anne Fontaine,"Virginie Efira, Omar Sy, Grégory Gadebois, Grégory Gadebois",https://www.kino-zeit.de/node/48787,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-02/bisandiegrenze_001.jpg,STUDIOCANAL GmbH Filmverleih,Frankreich,www.youtube.com/watch?v=Hjaa3aefdWY,['2020']
105,10.12.2020,Free Guy ,Shawn Levy,"Ryan Reynolds, Jodie Comer, Taika Waititi, Utkarsh Ambudkar",https://www.kino-zeit.de/node/48237,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2019-12/free-guy-filmbild1.jpg,The Walt Disney Company Germany GmbH,USA,www.youtube.com/watch?v=X2m-08cOAbc,['2020']
106,10.12.2020,Jesus Shows You the Way to the Highway ,Miguel Llansó,"Daniel Tadesse, Guillermo Llansó, Agustín Mateo, Aris Rozentals",https://www.kino-zeit.de/node/49965,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-06/jesus_shows_you_the_way_to_the_highway_oldenburg.jpg,rapid eye movies,"Estland, Äthiopien",www.youtube.com/watch?v=VF5iV08Gy80,['2019']
107,10.12.2020,Port Authority ,Danielle Lessovitz,"Fionn Whitehead, Leyna Bloom, McCaul Lombardi, Louisa Krause",https://www.kino-zeit.de/node/46408,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2019-05/port-authority-filmbild1.jpg,Salzgeber,"USA, Frankreich",www.youtube.com/watch?v=qqicIHghT-I,['2019']
108,17.12.2020,Coming 2 America ,Craig Brewer,"Eddie Murphy, Arsenio Hall, Jermaine Fowler, Leslie Jones, Shari Headley, John Amos, Tracy Morgan, Wesley Snipes, James Earl Jones, Vanessa Bell Calloway",https://www.kino-zeit.de/node/50888,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2018-01/Platzhalter.jpg,Paramount Pictures Germany GmbH,USA,www.youtube.com/watch?v=tjbGGKGa5Ug,['2020']
109,23.12.2020,Contra ,Sönke Wortmann,"Christoph Maria Herbst, Nilam Farooq, Hassan Akkouch, Ernst Stötzner, Meriam Abbas",https://www.kino-zeit.de/node/50858,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-09/contra-2.jpg,Constantin Film,Deutschland,www.youtube.com/watch?v=MMntdoWEJSY,['2020']
110,17.12.2020,Die Croods - Alles auf Anfang ,Joel Crawford ,,https://www.kino-zeit.de/node/50798,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-09/the-croods-2.jpg,Universal Pictures International Germany,USA,www.youtube.com/watch?v=YE8drEKKRWY,['2020']
111,17.12.2020,Ostwind - Der große Orkan ,Lea Schmidbauer,"Luna Paiano, Hanna Binke, Marvin Linke, Amber Bongard",https://www.kino-zeit.de/node/48134,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2019-11/Ostwind_Der_gro%C3%9Fe_Orkan_filmbild1.jpg,Constantin Film,Deutschland,www.youtube.com/watch?v=-5tliubuZ-U,['2020']
112,17.12.2020,Parfum des Lebens ,Grégory Magne,"Emmanuelle Devos, Gregory Montel, Gustave Kervern, Sergi Lopez",https://www.kino-zeit.de/node/50815,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-09/parfum_des_lebens-4.jpg,Happy Entertainment / 24 Bilder,Frankreich,www.youtube.com/watch?v=EFK6dByfRiU,['2019']
113,17.12.2020,Tod auf dem Nil ,Kenneth Branagh,"Kenneth Branagh, Gal Gadot, Armie Hammer, Annette Bening, Sophie Okonedo, Russell Brand, Dawn French",https://www.kino-zeit.de/node/49615,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-08/tod-auf-dem-nil-1.jpg,The Walt Disney Company (Germany) GmbH ,USA,www.youtube.com/watch?v=V6T6IrGxutI,['2020']
114,17.12.2020,Vor mir der Süden ,Pepe Danquart,,https://www.kino-zeit.de/node/50816,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-09/vmds_pressefoto_09.jpg,Neue Visionen,"Italien, Deutschland",www.youtube.com/watch?v=hp7Z2Hq4p1w,['2020']
115,17.12.2020,"Wanda, mein Wunder ",Bettina Oberli,"Agnieszka Grochowska, André Jung, Marthe Keller, Jacob Matschenz, Birgit Minichmayr",https://www.kino-zeit.de/node/50264,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-07/wanda_mein_wunder_2.jpg,X Verleih,Schweiz,www.youtube.com/watch?v=Lx97OPReKcA,['2020']
116,17.12.2020,West Side Story ,Steven Spielberg,"Ansel Elgort, Rita Moreno, Talia Ryder, Corey Stoll, Maddie Ziegler, Brian d'Arcy James, Kyle Allen, Rachel Zegler",https://www.kino-zeit.de/node/49068,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2020-03/west-side-story-2.jpg,The Walt Disney Company (Germany),USA,www.youtube.com/watch?v=NF1L3NorO3E,['2020']
117,23.12.2020,Wonder Woman 1984 ,Patty Jenkins,"Gal Gadot, Chris Pine, Kristen Wiig, Pedro Pascal, Robin Wright, Connie Nielsen, Ravi Patel",https://www.kino-zeit.de/node/48068,https://www.kino-zeit.de/sites/default/files/styles/2560_x_1440_header_/public/2019-11/wonder_Woman_1984_filmbild1.jpg,Warner Bros. Entertainment GmbH ,USA,www.youtube.com/watch?v=XW2E2Fnh52w,"['1984', '2020']"
